"index","eco","group","subgroup","variant","pgn","san","fen","mv","board"
"1310","C60","Open Games and the French Defense","Ruy Lopez (Spanish Opening)","?","1. e4 e5 2. Nf3 Nc6 3. Bb5","Bb5","r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3","3. Bb5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1311","C60","Open Games and the French Defense","Ruy Lopez","Nuernberg Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 f6","f6","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... f6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b -w pb pw || 
6| -w -b nw -b -w pb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1312","C60","Open Games and the French Defense","Ruy Lopez","Pollock defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 Na5","Na5","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Na5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| nb Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1313","C60","Open Games and the French Defense","Ruy Lopez","Lucena defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 Be7","Be7","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Be7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b nw rb || 
7| pb pw pb pw bb pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1314","C60","Open Games and the French Defense","Ruy Lopez","Vinogradov Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Qe7","Qe7","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Qe7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw bb nw rb || 
7| pb pw pb pw qb pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1315","C60","Open Games and the French Defense","Ruy Lopez","Brentano defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 g5","g5","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... g5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b pw -b pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb -w pb -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1316","C60","Open Games and the French Defense","Ruy Lopez","Fianchetto (Smyslov/Barnes) defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 g6","g6","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... g6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b pw -b pw || 
6| -w -b nw -b -w -b pw -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1317","C60","Open Games and the French Defense","Ruy Lopez","Cozio defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7","Nge7","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Nge7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw nb pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1318","C60","Open Games and the French Defense","Ruy Lopez","Cozio defense, Paulsen Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. Nc3 g6","g6","r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4","4.  ... g6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw nb pw -b pw || 
6| -w -b nw -b -w -b pw -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb -w Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1319","C61","Open Games and the French Defense","Ruy Lopez","Bird's defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4","Nd4","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Nd4","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w nb Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1320","C61","Open Games and the French Defense","Ruy Lopez","Bird's defense, Paulsen Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4 4. Nxd4 exd4 5. O-O Ne7","Ne7","r1bqkbnr/pppp1ppp/8/1B6/3pP3/8/PPPP1PPP/RNBQ1RK1 b kq - 1 5","5.  ... Ne7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw nb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b Bw -b -w -b -w -b -w || 
4| -w -b -w pb Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1321","C62","Open Games and the French Defense","Ruy Lopez","Old Steinitz defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 d6","d6","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... d6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb -w -b pw pb pw || 
6| -w -b nw pb -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1322","C62","Open Games and the French Defense","Ruy Lopez","Old Steinitz defense, Nimzovich attack","1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 Bd7 5. Nc3 Nf6 6. Bxc6","Bxc6","r2qkb1r/pppb1ppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 3 6","6. Bxc6 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w qb kw bb -w rb || 
7| pb pw pb bw -b pw pb pw || 
6| -w -b Bw pb -w nb -w -b || 
5| -b -w -b -w pb -w -b -w || 
4| -w -b -w Pb Pw -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb -w Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1323","C62","Open Games and the French Defense","Ruy Lopez","Old Steinitz defense, Semi-Duras Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 Bd7 5. c4","c4","r2qkbnr/pppb1ppp/2np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5","5. c4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w qb kw bb nw rb || 
7| pb pw pb bw -b pw pb pw || 
6| -w -b nw pb -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b Pw Pb Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1324","C63","Open Games and the French Defense","Ruy Lopez","Schliemann defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 f5","f5","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... f5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b -w pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb pw -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1325","C63","Open Games and the French Defense","Ruy Lopez","Schliemann defense, Berger Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3","Nc3","r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4","4. Nc3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw -b -w pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw -b -w pb pw -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb -w Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1326","C64","Open Games and the French Defense","Ruy Lopez","Classical (Cordel) defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5","Bc5","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Bc5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw bb -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1327","C64","Open Games and the French Defense","Ruy Lopez","Classical defense, Zaitsev Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nd4 5. b4","b4","r1bqk1nr/pppp1ppp/8/1Bb1p3/3nP3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5","5. b4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b Bw bb -w pb -w -b -w || 
4| -w Pb -w nb Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw -b Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1328","C64","Open Games and the French Defense","Ruy Lopez","Classical defense, 4.c3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3","c3","r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4","4. c3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw bb -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w Pb -w -b Nw -b -w || 
2| Pw Pb -w Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1329","C64","Open Games and the French Defense","Ruy Lopez","Classical defense, Benelux Variation  ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 Nf6 5. O-O O-O 6. d4 Bb6","Bb6","r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b - - 0 6","6.  ... Bb6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb pw -b pw pb pw || 
6| -w bb nw -b -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w Pb Pw -b -w -b || 
3| -b -w Pb -w -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1330","C64","Open Games and the French Defense","Ruy Lopez","Classical defense, Charousek Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 Bb6","Bb6","r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4","4.  ... Bb6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w bb nw -b -w -b -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w Pb -w -b Nw -b -w || 
2| Pw Pb -w Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1331","C64","Open Games and the French Defense","Ruy Lopez","Classical defense, Boden Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 Qe7","Qe7","r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4","4.  ... Qe7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw -b kw -b nw rb || 
7| pb pw pb pw qb pw pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw bb -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w Pb -w -b Nw -b -w || 
2| Pw Pb -w Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1332","C64","Open Games and the French Defense","Ruy Lopez","Cordel gambit","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 f5","f5","r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4","4.  ... f5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b nw rb || 
7| pb pw pb pw -b -w pb pw || 
6| -w -b nw -b -w -b -w -b || 
5| -b Bw bb -w pb pw -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w Pb -w -b Nw -b -w || 
2| Pw Pb -w Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1333","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6","Nf6","r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3","3.  ... Nf6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1334","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Nyholm attack","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d4 exd4 5. O-O","O-O","r1bqkb1r/pppp1ppp/2n2n2/1B6/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5","5. O-O ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w nb -w -b || 
5| -b Bw -b -w -b -w -b -w || 
4| -w -b -w pb Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1335","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Mortimer Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Ne7","Ne7","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4","4.  ... Ne7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw nb pw pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b Pw -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1336","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Mortimer trap","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Ne7 5. Nxe5 c6","c6","r1bqkb1r/ppppnppp/5n2/1B2N3/4P3/3P4/PPP2PPP/RNBQK2R b KQkq - 0 5","5.  ... c6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw -b pw nb pw pb pw || 
6| -w -b pw -b -w nb -w -b || 
5| -b Bw -b -w Nb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b Pw -b -w -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1337","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Anderssen Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. Bxc6+","Bxc6+","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5","5. Bxc6+ ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb -w -b pw pb pw || 
6| -w -b Bw pb -w nb -w -b || 
5| -b -w -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b Pw -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1338","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Duras Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. c4","c4","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5","5. c4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb -w -b pw pb pw || 
6| -w -b nw pb -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b Pw -b Pw -b -w -b || 
3| -b -w -b Pw -b Nw -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1339","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Kaufmann Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Bc5 5. Be3","Be3","r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5","5. Be3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b -w rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w nb -w -b || 
5| -b Bw bb -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b Pw Bb Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb Nw -b Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"1340","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, 4.O-O","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O","O-O","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4","4. O-O ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1341","C65","Open Games and the French Defense","Ruy Lopez","Berlin defense, Beverwijk Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5","Bc5","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4","4.  ... Bc5","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw -b -w rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b nw -b -w nb -w -b || 
5| -b Bw bb -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1342","C66","Open Games and the French Defense","Ruy Lopez","Berlin defense, 4.O-O, d6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6","d6","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4","4.  ... d6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb -w rb || 
7| pb pw pb -w -b pw pb pw || 
6| -w -b nw pb -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1343","C66","Open Games and the French Defense","Ruy Lopez","Berlin defense, hedgehog Variation ","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7","Be7","r2qkb1r/pppb1ppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 2 6","6.  ... Be7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w qb kw -b -w rb || 
7| pb pw pb bw bb pw pb pw || 
6| -w -b nw pb -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w Pb Pw -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"1344","C66","Open Games and the French Defense","Ruy Lopez","Berlin defense, Tarrasch trap","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Re1 O-O","O-O","r2qk2r/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQR1K1 b kq - 4 7","7.  ... O-O","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w qb -w rb kw -b || 
7| pb pw pb bw bb pw pb pw || 
6| -w -b nw pb -w nb -w -b || 
5| -b Bw -b -w pb -w -b -w || 
4| -w -b -w Pb Pw -b -w -b || 
3| -b -w Nb -w -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb -w Bb Qw Rb -w Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
